gene,k,MD,LI,LS,tau,tau2,I2,pvalor,significativo,Pathway,UP/DOWN,Alteração
DNASE1L1,3,"0,008507","-0,38896","0,405979","0,325967","0,106255","87,4","0,966537",0,autophagy,UP,"1,01"
CYP2F1,3,"0,008146","-0,71587","0,732158","0,450553","0,202998","45,4","0,982406",0,autophagy,UP,"1,01"
UBE2K,3,"0,008056","-0,10479","0,120905",0,0,0,"0,888731",0,autophagy,UP,"1,01"
UBE2L3,3,"0,007842","-0,1571","0,17278","0,099528","0,009906","46,6","0,92575",0,autophagy,UP,"1,01"
PAN3,3,"0,007351","-0,13327","0,147976","0,047201","0,002228","13,9","0,918396",0,autophagy,UP,"1,01"
RAB43,3,"0,007187","-0,33904","0,353414","0,197329","0,038939","40,3","0,967549",0,autophagy,UP,"1,00"
SKP2,3,"0,007085","-0,3549","0,369068","0,287097","0,082425","82,2","0,969398",0,autophagy,UP,"1,00"
AKT3,3,"0,007009","-0,33547","0,349491","0,27991","0,07835","85,8","0,968002",0,Autophagy,UP,"1,00"
SURF1,3,"0,006833","-0,18245","0,196113","0,084151","0,007081","22,8","0,943594",0,Mitochondrial Biogenesis (complete),UP,"1,00"
ATG14,3,"0,005385","-0,28071","0,291486","0,222464","0,04949","77,6","0,970569",0,Mitochondrial Biogenesis (complete),UP,"1,00"
RUBCNL,3,"0,005183","-0,24424","0,254608",0,0,0,"0,967513",0,autophagy,UP,"1,00"
PRDX4,3,"0,004964","-0,16186","0,171793",0,0,0,"0,953492",0,autophagy,UP,"1,00"
COMT,3,"0,004895","-0,2007","0,210487","0,066886","0,004474",11,"0,96278",0,autophagy,UP,"1,00"
NUDT4B,2,"0,004713","-0,26346","0,272887",0,0,0,"0,972521",0,autophagy,UP,"1,00"
PHB2,3,"0,004409","-0,35064","0,359462","0,273113","0,074591","76,2","0,98058",0,Mitochondrial Biogenesis (complete),UP,"1,00"
PELO,2,"0,002701","-0,23605","0,241451",0,0,0,"0,982307",0,autophagy,UP,"1,00"
UBA52,3,"0,002652","-0,24781","0,253119","0,177481","0,0315",66,"0,983443",0,Mitophagy,UP,"1,00"
NAA20,3,"0,002622","-0,24606","0,251306","0,179003","0,032042","66,5","0,983512",0,Mitochondrial Biogenesis (complete),UP,"1,00"
LPIN3,3,"0,001285","-0,18299","0,185563",0,0,0,"0,989092",0,autophagy,UP,"1,00"
TSC2,3,"0,000911","-0,13469","0,136516",0,0,0,"0,989489",0,Autophagy,UP,"1,00"
TOMM5,3,"0,000389","-0,44127","0,442051","0,36274","0,13158","86,9","0,998623",0,Mitochondrial Biogenesis (complete),UP,"1,00"
ZNRF4,1,"-0,147","-0,54901","0,255007",NA,NA,NA,"0,473557",0,autophagy,DOWN,"0,90"
NPRL3,3,"0,000322","-0,17789","0,17853","0,028547","0,000815",3,"0,997178",0,autophagy,UP,"1,00"
